k t J res re2 iterationGibbs time J1 J2 J3
 388 2.191297e+05 -1.307752e-03 4.359818e-06 4.063920e-03 1 6.906956e+00 -2.846469e-03 1.266566e+02 1.167364e-01 
 389 1.643473e+05 -1.307752e-03 5.734972e-06 4.009307e-03 1 9.452032e+00 -2.846472e-03 1.266562e+02 1.167372e-01 
 390 1.232605e+05 -1.307752e-03 5.009331e-06 2.626510e-03 1 8.845545e+00 -2.846467e-03 1.266565e+02 1.167362e-01 
 391 3.697814e+05 -1.307752e-03 3.028464e-06 4.763685e-03 1 4.161291e+00 -2.846469e-03 1.266562e+02 1.167368e-01 
 392 1.386680e+05 -1.307753e-03 5.924194e-06 3.494468e-03 1 1.178566e+01 -2.846465e-03 1.266563e+02 1.167359e-01 
 393 2.080020e+05 -1.307753e-03 3.940651e-06 3.486672e-03 1 7.278019e+00 -2.846468e-03 1.266560e+02 1.167367e-01 
 394 1.560015e+05 -1.307753e-03 4.792828e-06 3.180506e-03 1 8.817026e+00 -2.846464e-03 1.266562e+02 1.167359e-01 
 395 2.340023e+05 -1.307753e-03 3.993536e-06 3.975147e-03 1 6.327979e+00 -2.846466e-03 1.266560e+02 1.167365e-01 
 396 1.755017e+05 -1.307753e-03 5.690358e-06 4.248117e-03 1 9.641211e+00 -2.846462e-03 1.266562e+02 1.167356e-01 
 397 1.316263e+05 -1.307753e-03 5.600723e-06 3.135900e-03 1 1.028334e+01 -2.846466e-03 1.266559e+02 1.167365e-01 
 398 1.974394e+05 -1.307753e-03 3.484930e-06 2.926871e-03 1 6.626308e+00 -2.846462e-03 1.266562e+02 1.167357e-01 
 399 2.961591e+05 -1.307753e-03 3.884122e-06 4.892969e-03 3 7.534593e+00 -2.846464e-03 1.266560e+02 1.167361e-01 
 400 1.110597e+05 -1.307753e-03 7.421940e-06 3.506302e-03 1 1.340869e+01 -2.846459e-03 1.266564e+02 1.167349e-01 
 401 3.331790e+05 -1.307753e-03 3.150908e-06 4.465694e-03 1 4.159415e+00 -2.846462e-03 1.266561e+02 1.167357e-01 
 402 1.249421e+05 -1.307753e-03 5.804507e-06 3.084962e-03 1 1.229015e+01 -2.846459e-03 1.266565e+02 1.167348e-01 
 403 3.748264e+05 -1.307753e-03 3.364145e-06 5.363896e-03 1 4.787400e+00 -2.846461e-03 1.266562e+02 1.167355e-01 
 404 1.405599e+05 -1.307753e-03 7.719868e-06 4.615373e-03 3 1.339443e+01 -2.846457e-03 1.266567e+02 1.167343e-01 
 405 2.108399e+05 -1.307753e-03 5.087440e-06 4.562759e-03 1 6.891926e+00 -2.846461e-03 1.266563e+02 1.167353e-01 
 406 1.581299e+05 -1.307753e-03 6.699434e-06 4.506378e-03 1 1.057703e+01 -2.846457e-03 1.266568e+02 1.167342e-01 
 407 1.185974e+05 -1.307753e-03 5.590905e-06 2.820544e-03 1 9.779075e+00 -2.846461e-03 1.266565e+02 1.167351e-01 
 408 3.557923e+05 -1.307753e-03 3.054595e-06 4.623019e-03 1 4.398562e+00 -2.846458e-03 1.266568e+02 1.167344e-01 
 409 1.334221e+05 -1.307753e-03 5.776913e-06 3.278680e-03 1 1.249073e+01 -2.846460e-03 1.266568e+02 1.167347e-01 
 410 2.001331e+05 -1.307753e-03 3.689998e-06 3.141382e-03 1 7.529575e+00 -2.846457e-03 1.266572e+02 1.167339e-01 
 411 1.500999e+05 -1.307753e-03 4.276416e-06 2.730460e-03 1 9.274458e+00 -2.846459e-03 1.266571e+02 1.167342e-01 
 412 2.251498e+05 -1.307753e-03 3.532792e-06 3.383491e-03 1 7.277025e+00 -2.846457e-03 1.266575e+02 1.167335e-01 
 413 1.688623e+05 -1.307754e-03 4.620518e-06 3.318841e-03 2 9.519159e+00 -2.846459e-03 1.266575e+02 1.167339e-01 
 414 2.532935e+05 -1.307754e-03 4.410538e-06 4.752161e-03 1 6.507026e+00 -2.846457e-03 1.266579e+02 1.167330e-01 
 415 1.899701e+05 -1.307754e-03 7.264711e-06 5.870555e-03 1 8.703997e+00 -2.846460e-03 1.266578e+02 1.167337e-01 
 416 1.424776e+05 -1.307754e-03 8.459028e-06 5.126755e-03 1 9.285684e+00 -2.846455e-03 1.266585e+02 1.167321e-01 
 417 2.137164e+05 -1.307754e-03 5.796760e-06 5.269855e-03 1 7.323447e+00 -2.846460e-03 1.266582e+02 1.167332e-01 
 418 1.602873e+05 -1.307754e-03 8.052555e-06 5.490455e-03 1 9.604740e+00 -2.846455e-03 1.266590e+02 1.167317e-01 
 419 1.202155e+05 -1.307754e-03 6.968639e-06 3.563558e-03 1 9.116081e+00 -2.846460e-03 1.266587e+02 1.167328e-01 
 420 3.606464e+05 -1.307754e-03 3.546369e-06 5.440528e-03 1 4.951183e+00 -2.846457e-03 1.266592e+02 1.167318e-01 
 421 1.352424e+05 -1.307754e-03 8.014138e-06 4.610470e-03 1 1.214557e+01 -2.846461e-03 1.266594e+02 1.167322e-01 
 422 2.028636e+05 -1.307754e-03 4.935335e-06 4.258889e-03 1 6.094648e+00 -2.846457e-03 1.266600e+02 1.167310e-01 
 423 1.521477e+05 -1.307754e-03 6.189001e-06 4.005544e-03 1 9.998948e+00 -2.846461e-03 1.266600e+02 1.167315e-01 
 424 2.282216e+05 -1.307754e-03 4.988540e-06 4.842537e-03 2 7.152273e+00 -2.846457e-03 1.266606e+02 1.167304e-01 
 425 1.711662e+05 -1.307754e-03 7.395941e-06 5.385015e-03 1 9.985308e+00 -2.846461e-03 1.266606e+02 1.167310e-01 
 426 1.283746e+05 -1.307754e-03 7.294759e-06 3.983508e-03 1 9.563637e+00 -2.846457e-03 1.266614e+02 1.167295e-01 
 427 1.925619e+05 -1.307754e-03 4.320504e-06 3.538999e-03 1 6.876267e+00 -2.846460e-03 1.266613e+02 1.167302e-01 
 428 1.444215e+05 -1.307754e-03 5.000123e-06 3.071765e-03 1 1.072097e+01 -2.846458e-03 1.266619e+02 1.167292e-01 
 429 2.166322e+05 -1.307754e-03 3.979007e-06 3.666682e-03 1 6.173644e+00 -2.846461e-03 1.266618e+02 1.167297e-01 
 430 1.624741e+05 -1.307754e-03 5.194106e-06 3.589803e-03 1 1.089249e+01 -2.846458e-03 1.266624e+02 1.167287e-01 
 431 2.437112e+05 -1.307754e-03 4.838547e-06 5.016098e-03 1 7.328386e+00 -2.846461e-03 1.266624e+02 1.167292e-01 
 432 1.827834e+05 -1.307754e-03 7.808099e-06 6.070963e-03 1 8.858800e+00 -2.846457e-03 1.266632e+02 1.167278e-01 
 433 1.370876e+05 -1.307754e-03 8.708677e-06 5.078386e-03 1 9.189310e+00 -2.846463e-03 1.266630e+02 1.167288e-01 
 434 2.056313e+05 -1.307755e-03 5.730774e-06 5.012774e-03 1 6.828947e+00 -2.846458e-03 1.266638e+02 1.167273e-01 
 435 1.542235e+05 -1.307755e-03 7.465089e-06 4.897349e-03 1 9.332774e+00 -2.846462e-03 1.266638e+02 1.167279e-01 
 436 2.313352e+05 -1.307755e-03 6.315731e-06 6.214998e-03 1 6.661449e+00 -2.846458e-03 1.266646e+02 1.167264e-01 
 437 1.735014e+05 -1.307755e-03 9.803386e-06 7.235269e-03 1 9.510232e+00 -2.846462e-03 1.266647e+02 1.167271e-01 
 438 1.301261e+05 -1.307755e-03 1.019947e-05 5.645695e-03 1 9.488692e+00 -2.846456e-03 1.266659e+02 1.167249e-01 
 439 1.951891e+05 -1.307755e-03 6.432290e-06 5.340682e-03 1 7.047760e+00 -2.846460e-03 1.266659e+02 1.167256e-01 
 440 1.463918e+05 -1.307755e-03 8.487598e-06 4.914002e-03 3 9.935788e+00 -2.846456e-03 1.266672e+02 1.167235e-01 
 441 2.195878e+05 -1.307755e-03 6.189394e-06 5.781383e-03 1 7.720139e+00 -2.846459e-03 1.266676e+02 1.167237e-01 
 442 1.646908e+05 -1.307755e-03 8.670671e-06 6.002794e-03 3 9.972866e+00 -2.846454e-03 1.266686e+02 1.167218e-01 
 443 1.235181e+05 -1.307755e-03 8.114344e-06 4.263434e-03 1 8.992339e+00 -2.846459e-03 1.266683e+02 1.167229e-01 
 444 3.705543e+05 -1.307755e-03 5.131103e-06 7.923728e-03 3 4.890886e+00 -2.846454e-03 1.266690e+02 1.167215e-01 
 445 1.389579e+05 -1.307755e-03 1.088570e-05 6.434501e-03 1 1.217574e+01 -2.846457e-03 1.266692e+02 1.167218e-01 
 446 2.084368e+05 -1.307756e-03 7.685164e-06 6.811565e-03 3 6.906299e+00 -2.846450e-03 1.266705e+02 1.167194e-01 
 447 1.563276e+05 -1.307756e-03 1.147895e-05 6.820054e-03 4 1.007877e+01 -2.846455e-03 1.266707e+02 1.167198e-01 
 448 2.344914e+05 -1.307756e-03 8.585931e-06 8.564260e-03 1 7.299227e+00 -2.846447e-03 1.266724e+02 1.167169e-01 
 449 1.758686e+05 -1.307756e-03 1.329944e-05 9.949407e-03 1 9.315969e+00 -2.846453e-03 1.266717e+02 1.167185e-01 
 450 1.319014e+05 -1.307756e-03 1.418342e-05 7.958037e-03 1 9.667453e+00 -2.846442e-03 1.266731e+02 1.167155e-01 
 451 1.978521e+05 -1.307757e-03 8.955709e-06 7.537302e-03 2 7.666484e+00 -2.846450e-03 1.266721e+02 1.167176e-01 
 452 1.483891e+05 -1.307757e-03 1.136528e-05 7.173936e-03 1 1.031523e+01 -2.846443e-03 1.266732e+02 1.167154e-01 
 453 2.225836e+05 -1.307757e-03 9.202924e-06 8.713540e-03 1 6.762493e+00 -2.846450e-03 1.266724e+02 1.167173e-01 
 454 1.669377e+05 -1.307757e-03 1.405149e-05 9.976425e-03 3 1.027178e+01 -2.846442e-03 1.266737e+02 1.167147e-01 
 455 1.252033e+05 -1.307757e-03 1.387067e-05 7.387349e-03 1 1.050964e+01 -2.846452e-03 1.266726e+02 1.167175e-01 
 456 1.878050e+05 -1.307757e-03 7.771290e-06 6.208343e-03 1 6.478785e+00 -2.846446e-03 1.266738e+02 1.167152e-01 
 457 1.408537e+05 -1.307757e-03 8.971197e-06 5.375195e-03 1 9.906073e+00 -2.846452e-03 1.266734e+02 1.167165e-01 
 458 2.112806e+05 -1.307758e-03 7.051763e-06 6.337124e-03 2 8.092124e+00 -2.846448e-03 1.266744e+02 1.167149e-01 
 459 1.584604e+05 -1.307758e-03 9.174189e-06 6.164610e-03 3 1.018913e+01 -2.846454e-03 1.266743e+02 1.167159e-01 
 460 2.376906e+05 -1.307758e-03 8.499933e-06 8.594154e-03 1 6.274966e+00 -2.846450e-03 1.266753e+02 1.167142e-01 
 461 1.782680e+05 -1.307758e-03 1.355558e-05 1.027938e-02 1 9.346660e+00 -2.846459e-03 1.266750e+02 1.167159e-01 
 462 1.337010e+05 -1.307758e-03 1.538065e-05 8.747520e-03 1 9.745877e+00 -2.846450e-03 1.266767e+02 1.167129e-01 
 463 2.005515e+05 -1.307758e-03 1.047540e-05 8.936590e-03 1 6.877551e+00 -2.846460e-03 1.266760e+02 1.167151e-01 
 464 1.504136e+05 -1.307758e-03 1.415305e-05 9.055502e-03 1 9.386148e+00 -2.846453e-03 1.266776e+02 1.167125e-01 
 465 1.128102e+05 -1.307759e-03 1.213840e-05 5.824859e-03 1 9.826099e+00 -2.846464e-03 1.266770e+02 1.167147e-01 
 466 3.384306e+05 -1.307759e-03 6.655981e-06 9.582024e-03 1 4.624876e+00 -2.846460e-03 1.266781e+02 1.167130e-01 
 467 1.269115e+05 -1.307759e-03 1.299541e-05 7.015626e-03 1 1.160672e+01 -2.846470e-03 1.266788e+02 1.167138e-01 
 468 1.903672e+05 -1.307759e-03 8.565175e-06 6.935918e-03 1 7.421185e+00 -2.846465e-03 1.266803e+02 1.167116e-01 
 469 1.427754e+05 -1.307760e-03 1.027703e-05 6.241610e-03 1 9.233636e+00 -2.846474e-03 1.266807e+02 1.167125e-01 
 470 2.141631e+05 -1.307760e-03 8.886862e-06 8.051258e-03 3 7.106158e+00 -2.846471e-03 1.266823e+02 1.167105e-01 
 471 1.606223e+05 -1.307760e-03 1.191521e-05 7.811896e-03 3 9.723157e+00 -2.846481e-03 1.266829e+02 1.167114e-01 
 472 1.204668e+05 -1.307760e-03 1.110560e-05 5.690950e-03 1 9.364232e+00 -2.846476e-03 1.266836e+02 1.167098e-01 
 473 3.614003e+05 -1.307760e-03 7.350991e-06 1.128656e-02 3 4.919713e+00 -2.846483e-03 1.266834e+02 1.167111e-01 
 474 1.355251e+05 -1.307761e-03 1.692010e-05 9.749805e-03 3 1.142299e+01 -2.846478e-03 1.266842e+02 1.167095e-01 
 475 2.032877e+05 -1.307761e-03 1.211783e-05 1.043992e-02 4 8.293478e+00 -2.846489e-03 1.266838e+02 1.167117e-01 
 476 1.524657e+05 -1.307761e-03 1.722809e-05 1.113403e-02 3 1.078546e+01 -2.846480e-03 1.266845e+02 1.167094e-01 
 477 1.143493e+05 -1.307761e-03 1.526866e-05 7.426940e-03 1 9.328215e+00 -2.846492e-03 1.266841e+02 1.167118e-01 
 478 1.715240e+05 -1.307762e-03 7.581858e-06 5.516730e-03 3 7.832030e+00 -2.846485e-03 1.266847e+02 1.167100e-01 
 479 2.572859e+05 -1.307762e-03 7.993015e-06 8.700794e-03 3 8.005114e+00 -2.846489e-03 1.266848e+02 1.167106e-01 
 480 9.648223e+04 -1.307762e-03 1.442426e-05 5.884117e-03 3 1.207523e+01 -2.846482e-03 1.266857e+02 1.167086e-01 
 481 2.894467e+05 -1.307762e-03 5.781406e-06 7.063899e-03 3 5.482317e+00 -2.846488e-03 1.266856e+02 1.167095e-01 
 482 2.170850e+05 -1.307762e-03 8.728136e-06 8.059848e-03 1 1.114112e+01 -2.846484e-03 1.266867e+02 1.167078e-01 
 483 1.628138e+05 -1.307762e-03 1.273823e-05 8.754334e-03 3 1.049315e+01 -2.846491e-03 1.266871e+02 1.167085e-01 
 484 1.221103e+05 -1.307762e-03 1.287041e-05 6.574058e-03 3 1.086625e+01 -2.846481e-03 1.266885e+02 1.167055e-01 
 485 3.663310e+05 -1.307763e-03 9.062692e-06 1.242085e-02 4 5.733019e+00 -2.846487e-03 1.266891e+02 1.167058e-01 
 486 1.373741e+05 -1.307763e-03 2.094960e-05 1.224210e-02 1 1.308102e+01 -2.846474e-03 1.266922e+02 1.167008e-01 
 487 1.030306e+05 -1.307763e-03 1.512509e-05 6.540216e-03 3 1.020068e+01 -2.846486e-03 1.266915e+02 1.167033e-01 
 488 3.090917e+05 -1.307764e-03 6.261795e-06 8.233070e-03 1 5.108743e+00 -2.846478e-03 1.266920e+02 1.167014e-01 
 489 1.159094e+05 -1.307764e-03 1.449794e-05 5.029675e-03 3 1.288253e+01 -2.846480e-03 1.266925e+02 1.167012e-01 
 490 3.477282e+05 -1.307764e-03 5.929912e-06 8.771294e-03 1 4.235561e+00 -2.846474e-03 1.266928e+02 1.166999e-01 
 491 1.303981e+05 -1.307764e-03 1.235281e-05 6.851926e-03 1 1.149393e+01 -2.846477e-03 1.266924e+02 1.167008e-01 
 492 1.955971e+05 -1.307765e-03 7.947160e-06 6.612261e-03 1 7.231887e+00 -2.846469e-03 1.266927e+02 1.166993e-01 
 493 1.466978e+05 -1.307765e-03 1.019132e-05 6.359545e-03 2 9.574592e+00 -2.846474e-03 1.266923e+02 1.167004e-01 
 494 1.100234e+05 -1.307765e-03 8.389953e-06 3.926630e-03 1 1.002516e+01 -2.846467e-03 1.266926e+02 1.166989e-01 
 495 3.300701e+05 -1.307765e-03 4.670730e-06 6.557926e-03 1 4.858815e+00 -2.846470e-03 1.266924e+02 1.166996e-01 
 496 1.237763e+05 -1.307765e-03 9.052917e-06 4.766522e-03 1 1.225302e+01 -2.846464e-03 1.266926e+02 1.166985e-01 
 497 1.856645e+05 -1.307765e-03 5.679410e-06 4.485466e-03 1 6.968136e+00 -2.846468e-03 1.266923e+02 1.166994e-01 
 498 1.392483e+05 -1.307765e-03 6.672702e-06 3.952458e-03 1 9.581917e+00 -2.846463e-03 1.266924e+02 1.166985e-01 
 499 2.088725e+05 -1.307765e-03 5.349750e-06 4.753246e-03 1 6.944142e+00 -2.846466e-03 1.266922e+02 1.166991e-01 
 500 1.566544e+05 -1.307765e-03 7.296061e-06 4.860971e-03 3 9.295463e+00 -2.846461e-03 1.266925e+02 1.166981e-01 
 501 1.174908e+05 -1.307765e-03 6.896130e-06 3.446552e-03 1 9.035365e+00 -2.846465e-03 1.266923e+02 1.166988e-01 
 502 3.524724e+05 -1.307765e-03 4.305654e-06 6.455646e-03 1 4.594758e+00 -2.846461e-03 1.266925e+02 1.166980e-01 
 503 1.321771e+05 -1.307765e-03 9.634397e-06 5.416970e-03 1 1.215064e+01 -2.846463e-03 1.266927e+02 1.166982e-01 
 504 1.982657e+05 -1.307766e-03 8.676130e-06 5.565394e-03 3 7.132885e+00 -2.846457e-03 1.266934e+02 1.166965e-01 
 505 1.486993e+05 -1.307766e-03 8.536653e-06 5.399730e-03 1 9.447126e+00 -2.846460e-03 1.266937e+02 1.166967e-01 
 506 1.115245e+05 -1.307766e-03 7.286053e-06 3.456511e-03 1 9.549050e+00 -2.846454e-03 1.266938e+02 1.166956e-01 
 507 3.345734e+05 -1.307766e-03 4.002821e-06 5.696827e-03 1 4.352738e+00 -2.846456e-03 1.266936e+02 1.166962e-01 
 508 1.254650e+05 -1.307766e-03 8.514402e-06 4.540524e-03 3 1.334210e+01 -2.846450e-03 1.266934e+02 1.166953e-01 
 509 1.881975e+05 -1.307766e-03 5.276673e-06 4.224250e-03 1 8.251286e+00 -2.846454e-03 1.266931e+02 1.166962e-01 
 510 1.411481e+05 -1.307766e-03 6.545021e-06 3.893894e-03 3 9.758867e+00 -2.846449e-03 1.266931e+02 1.166954e-01 
 511 2.117222e+05 -1.307766e-03 5.094097e-06 4.587849e-03 1 7.123271e+00 -2.846451e-03 1.266928e+02 1.166961e-01 
 512 1.587917e+05 -1.307766e-03 7.548614e-06 5.003015e-03 3 1.203756e+01 -2.846446e-03 1.266930e+02 1.166952e-01 
 513 1.190937e+05 -1.307766e-03 6.998934e-06 3.545654e-03 1 1.000957e+01 -2.846450e-03 1.266925e+02 1.166962e-01 
 514 1.786406e+05 -1.307766e-03 3.877584e-06 2.870286e-03 3 7.094477e+00 -2.846446e-03 1.266927e+02 1.166954e-01 
 515 1.339805e+05 -1.307766e-03 4.171895e-06 2.377664e-03 1 9.274473e+00 -2.846447e-03 1.266925e+02 1.166958e-01 
 516 2.009707e+05 -1.307766e-03 3.193405e-06 2.662951e-03 3 7.190921e+00 -2.846445e-03 1.266926e+02 1.166953e-01 
 517 1.507280e+05 -1.307766e-03 3.793212e-06 2.432073e-03 1 8.691730e+00 -2.846446e-03 1.266924e+02 1.166956e-01 
 518 2.260920e+05 -1.307766e-03 3.386023e-06 3.171941e-03 2 8.259777e+00 -2.846443e-03 1.266925e+02 1.166951e-01 
 519 1.695690e+05 -1.307766e-03 4.821917e-06 3.478097e-03 1 1.044658e+01 -2.846445e-03 1.266922e+02 1.166956e-01 
 520 1.271768e+05 -1.307767e-03 5.108079e-06 2.689801e-03 2 8.521930e+00 -2.846441e-03 1.266925e+02 1.166947e-01 
 521 1.907652e+05 -1.307767e-03 3.107595e-06 2.521732e-03 1 7.331522e+00 -2.846443e-03 1.266923e+02 1.166952e-01 
 522 1.430739e+05 -1.307767e-03 3.688974e-06 2.245130e-03 1 9.491203e+00 -2.846440e-03 1.266925e+02 1.166946e-01 
 523 2.146108e+05 -1.307767e-03 2.937114e-06 2.681315e-03 1 6.930305e+00 -2.846441e-03 1.266922e+02 1.166951e-01 
 524 1.609581e+05 -1.307767e-03 4.085775e-06 2.797453e-03 1 1.022706e+01 -2.846439e-03 1.266925e+02 1.166944e-01 
 525 1.207186e+05 -1.307767e-03 3.871983e-06 1.988305e-03 1 1.160111e+01 -2.846441e-03 1.266922e+02 1.166949e-01 
 526 1.810779e+05 -1.307767e-03 2.284997e-06 1.754432e-03 2 7.003010e+00 -2.846438e-03 1.266924e+02 1.166944e-01 
 527 2.716168e+05 -1.307767e-03 2.450182e-06 2.830939e-03 1 6.276865e+00 -2.846439e-03 1.266923e+02 1.166946e-01 
 528 1.018563e+05 -1.307767e-03 4.533512e-06 1.964178e-03 2 1.328099e+01 -2.846436e-03 1.266925e+02 1.166940e-01 
 529 3.055689e+05 -1.307767e-03 1.776388e-06 2.308993e-03 1 4.492942e+00 -2.846438e-03 1.266923e+02 1.166944e-01 
 530 1.145883e+05 -1.307767e-03 3.031974e-06 1.477556e-03 3 1.130465e+01 -2.846435e-03 1.266924e+02 1.166940e-01 
 531 3.437650e+05 -1.307767e-03 1.701964e-06 2.488786e-03 1 4.706568e+00 -2.846436e-03 1.266922e+02 1.166942e-01 
 532 1.289119e+05 -1.307767e-03 3.526445e-06 1.933773e-03 1 1.225213e+01 -2.846434e-03 1.266924e+02 1.166937e-01 
 533 1.933678e+05 -1.307767e-03 2.209182e-06 1.817151e-03 1 6.643179e+00 -2.846435e-03 1.266922e+02 1.166941e-01 
 534 1.450259e+05 -1.307767e-03 2.729832e-06 1.684058e-03 1 8.652709e+00 -2.846434e-03 1.266923e+02 1.166937e-01 
 535 2.175388e+05 -1.307767e-03 2.176153e-06 2.013731e-03 1 7.355320e+00 -2.846435e-03 1.266922e+02 1.166940e-01 
 536 1.631541e+05 -1.307767e-03 3.220590e-06 2.235162e-03 1 9.387292e+00 -2.846432e-03 1.266923e+02 1.166935e-01 
 537 1.223656e+05 -1.307767e-03 3.127041e-06 1.627677e-03 1 8.491116e+00 -2.846434e-03 1.266921e+02 1.166940e-01 
 538 1.835484e+05 -1.307767e-03 1.734589e-06 1.354324e-03 1 6.603523e+00 -2.846432e-03 1.266923e+02 1.166936e-01 
 539 1.376613e+05 -1.307767e-03 1.973984e-06 1.155928e-03 1 9.884901e+00 -2.846433e-03 1.266921e+02 1.166938e-01 
 540 2.064919e+05 -1.307767e-03 1.488387e-06 1.307358e-03 1 6.784873e+00 -2.846432e-03 1.266922e+02 1.166935e-01 
 541 1.548689e+05 -1.307767e-03 1.933240e-06 1.273578e-03 1 8.217964e+00 -2.846432e-03 1.266921e+02 1.166937e-01 
 542 1.161517e+05 -1.307767e-03 1.733813e-06 8.566498e-04 1 1.002997e+01 -2.846431e-03 1.266922e+02 1.166935e-01 
 543 3.484551e+05 -1.307767e-03 1.074977e-06 1.593387e-03 1 4.480032e+00 -2.846431e-03 1.266921e+02 1.166936e-01 
 544 1.306707e+05 -1.307767e-03 2.102812e-06 1.168837e-03 1 1.073953e+01 -2.846430e-03 1.266921e+02 1.166933e-01 
 545 1.960060e+05 -1.307767e-03 1.391671e-06 1.160330e-03 1 6.467263e+00 -2.846431e-03 1.266920e+02 1.166936e-01 
 546 1.470045e+05 -1.307767e-03 1.731490e-06 1.082745e-03 1 8.791081e+00 -2.846430e-03 1.266921e+02 1.166933e-01 
 547 2.205067e+05 -1.307767e-03 1.428416e-06 1.339837e-03 1 6.803758e+00 -2.846430e-03 1.266920e+02 1.166935e-01 
 548 1.653800e+05 -1.307767e-03 2.131663e-06 1.499606e-03 1 8.606210e+00 -2.846429e-03 1.266921e+02 1.166932e-01 
 549 1.240350e+05 -1.307767e-03 2.124664e-06 1.121012e-03 1 1.008096e+01 -2.846430e-03 1.266919e+02 1.166935e-01 
 550 1.860526e+05 -1.307767e-03 1.229194e-06 9.728176e-04 1 7.391569e+00 -2.846429e-03 1.266920e+02 1.166933e-01 
 551 1.395394e+05 -1.307767e-03 1.426661e-06 8.468243e-04 1 8.779857e+00 -2.846429e-03 1.266919e+02 1.166934e-01 
 552 2.093091e+05 -1.307767e-03 1.096307e-06 9.761038e-04 1 6.615619e+00 -2.846428e-03 1.266920e+02 1.166932e-01 
 553 1.569818e+05 -1.307767e-03 1.465482e-06 9.786008e-04 1 9.370263e+00 -2.846429e-03 1.266919e+02 1.166934e-01 
 554 1.177364e+05 -1.307767e-03 1.341253e-06 6.717331e-04 1 9.132935e+00 -2.846428e-03 1.266919e+02 1.166931e-01 
 555 3.532091e+05 -1.307767e-03 8.117402e-07 1.219620e-03 1 4.128102e+00 -2.846428e-03 1.266919e+02 1.166932e-01 
 556 1.324534e+05 -1.307767e-03 1.741567e-06 9.812484e-04 1 1.170605e+01 -2.846427e-03 1.266919e+02 1.166930e-01 
 557 1.986801e+05 -1.307767e-03 1.150676e-06 9.724856e-04 1 7.576908e+00 -2.846427e-03 1.266918e+02 1.166932e-01 
 558 1.490101e+05 -1.307767e-03 1.498523e-06 9.498490e-04 1 8.803693e+00 -2.846426e-03 1.266919e+02 1.166930e-01 
 559 1.117576e+05 -1.307767e-03 1.245928e-06 5.923051e-04 1 9.485087e+00 -2.846427e-03 1.266918e+02 1.166931e-01 
 560 3.352727e+05 -1.307767e-03 6.793937e-07 9.689364e-04 1 4.495061e+00 -2.846426e-03 1.266919e+02 1.166930e-01 
 561 1.257273e+05 -1.307767e-03 1.301895e-06 6.962751e-04 1 1.138506e+01 -2.846426e-03 1.266918e+02 1.166931e-01 
 562 1.885909e+05 -1.307767e-03 8.080586e-07 6.482450e-04 1 6.020913e+00 -2.846426e-03 1.266919e+02 1.166929e-01 
 563 1.414432e+05 -1.307767e-03 9.401741e-07 5.656735e-04 1 9.917629e+00 -2.846426e-03 1.266918e+02 1.166930e-01 
 564 2.121648e+05 -1.307767e-03 7.501845e-07 6.770440e-04 1 7.238656e+00 -2.846425e-03 1.266918e+02 1.166929e-01 
 565 1.591236e+05 -1.307767e-03 1.004540e-06 6.799508e-04 1 9.802307e+00 -2.846425e-03 1.266918e+02 1.166929e-01 
 566 1.193427e+05 -1.307767e-03 9.414420e-07 4.779307e-04 1 9.694834e+00 -2.846425e-03 1.266918e+02 1.166928e-01 
 567 3.580281e+05 -1.307767e-03 5.867682e-07 8.936329e-04 1 4.823290e+00 -2.846425e-03 1.266918e+02 1.166929e-01 
 568 1.342605e+05 -1.307767e-03 1.286658e-06 7.348300e-04 1 1.269208e+01 -2.846424e-03 1.266918e+02 1.166927e-01 
 569 2.013908e+05 -1.307767e-03 8.696238e-07 7.449833e-04 1 6.433475e+00 -2.846424e-03 1.266918e+02 1.166928e-01 
 570 1.510431e+05 -1.307767e-03 1.164370e-06 7.481131e-04 1 9.777575e+00 -2.846424e-03 1.266918e+02 1.166926e-01 
 571 1.132823e+05 -1.307767e-03 9.881196e-07 4.761537e-04 1 9.423704e+00 -2.846424e-03 1.266918e+02 1.166928e-01 
 572 3.398470e+05 -1.307767e-03 5.214044e-07 7.537609e-04 1 4.356038e+00 -2.846424e-03 1.266918e+02 1.166926e-01 
 573 1.274426e+05 -1.307767e-03 1.103450e-06 5.981952e-04 1 1.056049e+01 -2.846424e-03 1.266917e+02 1.166927e-01 
 574 1.911639e+05 -1.307767e-03 6.743240e-07 5.483402e-04 1 7.811206e+00 -2.846423e-03 1.266918e+02 1.166926e-01 
 575 1.433729e+05 -1.307767e-03 8.211971e-07 5.008297e-04 1 8.890629e+00 -2.846423e-03 1.266917e+02 1.166926e-01 
 576 2.150594e+05 -1.307767e-03 6.479031e-07 5.927124e-04 1 5.913203e+00 -2.846423e-03 1.266918e+02 1.166925e-01 
 577 1.612946e+05 -1.307767e-03 9.322453e-07 6.396250e-04 1 8.792455e+00 -2.846423e-03 1.266917e+02 1.166926e-01 
 578 1.209709e+05 -1.307767e-03 8.904938e-07 4.582341e-04 1 9.390401e+00 -2.846422e-03 1.266918e+02 1.166924e-01 
 579 1.814564e+05 -1.307767e-03 5.070492e-07 3.913793e-04 1 6.767386e+00 -2.846422e-03 1.266917e+02 1.166925e-01 
 580 1.360923e+05 -1.307767e-03 5.607347e-07 3.246134e-04 1 8.131627e+00 -2.846422e-03 1.266918e+02 1.166924e-01 
 581 2.041384e+05 -1.307767e-03 4.345355e-07 3.773336e-04 1 6.546277e+00 -2.846422e-03 1.266917e+02 1.166925e-01 
